Datetime (Local Standard),Station ID,Station Name,Timezone,Datetime (UTC),Temp (deg C),Dew Point Temp (deg C),Rel Hum (%),Wind Dir (deg),Wind Spd (km/h),Visibility (km),Pressure (kPa),Hmdx,Wind Chill,Conditions
2018-05-21 17:00:00,YYC,CALGARY INTL A,MST,2018-05-22 00:00:00,23.0,2.3,25.0,100.0,13.0,48.3,88.74,,,Mainly Clear
2018-05-21 18:00:00,YYC,CALGARY INTL A,MST,2018-05-22 01:00:00,22.7,3.2,27.0,100.0,10.0,48.3,88.75,,,Mainly Clear
2018-05-21 19:00:00,YYC,CALGARY INTL A,MST,2018-05-22 02:00:00,19.5,5.2,39.0,80.0,10.0,64.4,88.76,,,Mainly Clear
2018-05-21 20:00:00,YYC,CALGARY INTL A,MST,2018-05-22 03:00:00,18.6,4.8,40.0,70.0,12.0,48.3,88.8,,,Mainly Clear
2018-05-21 21:00:00,YYC,CALGARY INTL A,MST,2018-05-22 04:00:00,18.4,4.1,39.0,150.0,16.0,48.3,88.86,,,Mainly Clear
2018-05-21 22:00:00,YYC,CALGARY INTL A,MST,2018-05-22 05:00:00,15.9,4.2,45.0,90.0,11.0,24.1,88.9,,,Mainly Clear
2018-05-21 23:00:00,YYC,CALGARY INTL A,MST,2018-05-22 06:00:00,16.3,4.0,44.0,40.0,5.0,24.1,88.93,,,Clear
2018-05-22 00:00:00,YYC,CALGARY INTL A,MST,2018-05-22 07:00:00,13.6,4.9,55.0,340.0,7.0,24.1,88.96,,,Clear
2018-05-22 01:00:00,YYC,CALGARY INTL A,MST,2018-05-22 08:00:00,14.8,4.7,50.0,300.0,3.0,24.1,88.99,,,Clear
2018-05-22 02:00:00,YYC,CALGARY INTL A,MST,2018-05-22 09:00:00,11.4,5.1,65.0,30.0,7.0,24.1,89.01,,,Mostly Cloudy
2018-05-22 03:00:00,YYC,CALGARY INTL A,MST,2018-05-22 10:00:00,11.0,5.2,67.0,330.0,4.0,24.1,89.02,,,Mostly Cloudy
2018-05-22 04:00:00,YYC,CALGARY INTL A,MST,2018-05-22 11:00:00,10.6,5.2,69.0,10.0,7.0,24.1,89.06,,,Mostly Cloudy
2018-05-22 05:00:00,YYC,CALGARY INTL A,MST,2018-05-22 12:00:00,10.1,5.1,71.0,350.0,7.0,48.3,89.09,,,Mostly Cloudy
2018-05-22 06:00:00,YYC,CALGARY INTL A,MST,2018-05-22 13:00:00,11.5,5.2,65.0,340.0,10.0,48.3,89.12,,,Mostly Cloudy
2018-05-22 07:00:00,YYC,CALGARY INTL A,MST,2018-05-22 14:00:00,12.9,5.4,60.0,220.0,6.0,64.4,89.15,,,Mostly Cloudy
2018-05-22 08:00:00,YYC,CALGARY INTL A,MST,2018-05-22 15:00:00,17.0,6.1,48.0,230.0,6.0,64.4,89.17,,,Mainly Clear
2018-05-22 09:00:00,YYC,CALGARY INTL A,MST,2018-05-22 16:00:00,19.5,6.1,41.0,200.0,9.0,64.4,89.15,,,Mainly Clear
2018-05-22 10:00:00,YYC,CALGARY INTL A,MST,2018-05-22 17:00:00,20.9,5.4,36.0,200.0,10.0,64.4,89.15,,,Mainly Clear
2018-05-22 11:00:00,YYC,CALGARY INTL A,MST,2018-05-22 18:00:00,22.2,6.1,35.0,180.0,18.0,64.4,89.14,,,Mainly Clear
2018-05-22 12:00:00,YYC,CALGARY INTL A,MST,2018-05-22 19:00:00,23.2,5.1,31.0,180.0,18.0,64.4,89.1,,,Mainly Clear
2018-05-22 13:00:00,YYC,CALGARY INTL A,MST,2018-05-22 20:00:00,24.3,4.2,27.0,150.0,20.0,48.3,89.04,,,Mainly Clear
2018-05-22 14:00:00,YYC,CALGARY INTL A,MST,2018-05-22 21:00:00,25.0,4.2,26.0,180.0,9.0,48.3,89.0,,,Mainly Clear
2018-05-22 15:00:00,YYC,CALGARY INTL A,MST,2018-05-22 22:00:00,25.5,4.4,25.0,140.0,16.0,48.3,88.96,25.0,,Mainly Clear
2018-05-22 16:00:00,YYC,CALGARY INTL A,MST,2018-05-22 23:00:00,25.4,2.8,23.0,120.0,21.0,48.3,88.93,,,Mainly Clear
2018-05-21 20:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 00:00:00,8.2,0.0,56.0,360.0,16.0,24.1,100.98,,,Mainly Clear
2018-05-21 21:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 01:00:00,5.4,0.8,72.0,10.0,8.0,24.1,101.12,,,Mainly Clear
2018-05-21 22:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 02:00:00,4.3,0.6,77.0,120.0,4.0,24.1,101.21,,,Mainly Clear
2018-05-21 23:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 03:00:00,5.3,0.8,73.0,190.0,3.0,24.1,101.29,,,Clear
2018-05-22 00:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 04:00:00,1.5,-0.4,87.0,180.0,5.0,24.1,101.28,,,Clear
2018-05-22 01:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 05:00:00,1.6,-0.3,87.0,360.0,3.0,24.1,101.29,,,Clear
2018-05-22 02:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 06:00:00,4.3,0.6,77.0,240.0,9.0,24.1,101.36,,,Clear
2018-05-22 03:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 07:00:00,1.5,0.6,94.0,250.0,3.0,24.1,101.41,,,Clear
2018-05-22 04:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 08:00:00,-1.4,-2.0,95.0,350.0,5.0,24.1,101.48,,-3.0,Clear
2018-05-22 05:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 09:00:00,0.2,-0.5,96.0,360.0,2.0,24.1,101.58,,,Clear
2018-05-22 06:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 10:00:00,3.1,1.5,89.0,360.0,1.0,24.1,101.64,,,Clear
2018-05-22 07:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 11:00:00,7.1,-1.7,54.0,110.0,7.0,24.1,101.7,,,Clear
2018-05-22 08:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 12:00:00,8.3,-2.9,45.0,130.0,3.0,24.1,101.73,,,Mainly Clear
2018-05-22 09:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 13:00:00,10.0,0.3,51.0,140.0,12.0,24.1,101.7,,,Mainly Clear
2018-05-22 10:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 14:00:00,11.0,1.2,51.0,190.0,8.0,24.1,101.68,,,Mainly Clear
2018-05-22 11:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 15:00:00,11.5,0.8,47.0,210.0,18.0,24.1,101.64,,,Mostly Cloudy
2018-05-22 12:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 16:00:00,13.3,1.4,44.0,200.0,19.0,24.1,101.56,,,Mostly Cloudy
2018-05-22 13:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 17:00:00,14.8,-3.5,28.0,190.0,20.0,24.1,101.44,,,Mostly Cloudy
2018-05-22 14:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 18:00:00,15.8,-2.0,29.0,190.0,22.0,24.1,101.31,,,Mostly Cloudy
2018-05-22 15:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 19:00:00,15.9,-1.8,30.0,190.0,21.0,24.1,101.24,,,Mostly Cloudy
2018-05-22 16:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 20:00:00,16.0,-0.2,33.0,190.0,26.0,24.1,101.1,,,Mostly Cloudy
2018-05-22 17:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 21:00:00,17.7,3.7,39.0,200.0,26.0,24.1,101.03,,,Mostly Cloudy
2018-05-22 18:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 22:00:00,16.7,3.0,39.0,190.0,32.0,24.1,100.99,,,Mostly Cloudy
2018-05-22 19:00:00,YYG,CHARLOTTETOWN A,AST,2018-05-22 23:00:00,15.2,1.4,39.0,200.0,27.0,24.1,100.97,,,Mostly Cloudy
2018-05-21 17:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 00:00:00,24.1,6.1,31.0,320.0,19.0,24.1,92.69,,,Mostly Cloudy
2018-05-21 18:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 01:00:00,23.7,5.7,31.0,320.0,15.0,24.1,92.69,,,Mostly Cloudy
2018-05-21 19:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 02:00:00,22.9,5.0,31.0,310.0,14.0,24.1,92.7,,,Mostly Cloudy
2018-05-21 20:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 03:00:00,21.2,5.3,35.0,330.0,13.0,24.1,92.76,,,Mainly Clear
2018-05-21 21:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 04:00:00,17.4,5.5,45.0,360.0,9.0,24.1,92.78,,,Mainly Clear
2018-05-21 22:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 05:00:00,16.0,5.6,50.0,20.0,6.0,24.1,92.8,,,Mainly Clear
2018-05-21 23:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 06:00:00,11.6,5.4,65.0,200.0,5.0,24.1,92.83,,,Mainly Clear
2018-05-22 00:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 07:00:00,10.6,4.7,67.0,210.0,9.0,24.1,92.86,,,Mainly Clear
2018-05-22 01:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 08:00:00,8.0,3.9,76.0,140.0,6.0,24.1,92.91,,,Mainly Clear
2018-05-22 02:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 09:00:00,7.4,3.7,77.0,200.0,4.0,24.1,92.97,,,Clear
2018-05-22 03:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 10:00:00,5.2,2.9,85.0,190.0,6.0,24.1,92.99,,,Clear
2018-05-22 04:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 11:00:00,5.5,3.2,85.0,180.0,7.0,24.1,93.04,,,Clear
2018-05-22 05:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 12:00:00,5.7,3.1,84.0,180.0,7.0,24.1,93.06,,,Clear
2018-05-22 06:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 13:00:00,9.8,5.7,75.0,170.0,4.0,24.1,93.09,,,Clear
2018-05-22 07:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 14:00:00,14.6,7.5,62.0,260.0,8.0,24.1,93.12,,,Clear
2018-05-22 08:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 15:00:00,18.5,7.8,49.0,360.0,2.0,24.1,93.13,,,Clear
2018-05-22 09:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 16:00:00,21.4,7.4,40.0,360.0,3.0,24.1,93.13,,,Clear
2018-05-22 10:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 17:00:00,23.1,7.0,35.0,40.0,6.0,24.1,93.13,,,Clear
2018-05-22 11:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 18:00:00,24.4,6.0,30.0,120.0,8.0,24.1,93.11,,,Clear
2018-05-22 12:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 19:00:00,24.5,4.3,27.0,360.0,2.0,24.1,93.09,,,Clear
2018-05-22 13:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 20:00:00,24.8,3.7,25.0,70.0,10.0,24.1,93.04,,,Clear
2018-05-22 14:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 21:00:00,27.0,4.3,23.0,100.0,16.0,24.1,92.99,26.0,,Mainly Clear
2018-05-22 15:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 22:00:00,26.7,3.5,22.0,100.0,4.0,24.1,92.97,26.0,,Mainly Clear
2018-05-22 16:00:00,YEG,EDMONTON INTL A,MST,2018-05-22 23:00:00,27.3,3.6,21.0,100.0,11.0,24.1,92.94,26.0,,Mainly Clear
2018-05-21 20:00:00,YFC,FREDERICTON,AST,2018-05-22 00:00:00,15.5,-1.9,30.0,350.0,15.0,16.1,101.36,,,Rain
2018-05-21 21:00:00,YFC,FREDERICTON,AST,2018-05-22 01:00:00,13.6,-4.1,29.0,340.0,13.0,16.1,101.52,,,Rain
2018-05-21 22:00:00,YFC,FREDERICTON,AST,2018-05-22 02:00:00,12.0,-4.1,32.0,340.0,13.0,16.1,101.61,,,Rain
2018-05-21 23:00:00,YFC,FREDERICTON,AST,2018-05-22 03:00:00,11.0,-5.1,32.0,320.0,4.0,16.1,101.67,,,Rain
2018-05-22 00:00:00,YFC,FREDERICTON,AST,2018-05-22 04:00:00,6.2,-0.1,64.0,210.0,5.0,16.1,101.7,,,Rain
2018-05-22 01:00:00,YFC,FREDERICTON,AST,2018-05-22 05:00:00,4.8,-0.5,68.0,,0.0,16.1,101.73,,,Rain
2018-05-22 02:00:00,YFC,FREDERICTON,AST,2018-05-22 06:00:00,3.1,0.1,81.0,320.0,5.0,16.1,101.77,,,Rain
2018-05-22 03:00:00,YFC,FREDERICTON,AST,2018-05-22 07:00:00,2.6,0.0,83.0,330.0,5.0,16.1,101.83,,,Rain
2018-05-22 04:00:00,YFC,FREDERICTON,AST,2018-05-22 08:00:00,1.8,-0.1,87.0,,4.0,16.1,101.9,,,Rain
2018-05-22 05:00:00,YFC,FREDERICTON,AST,2018-05-22 09:00:00,0.7,0.1,96.0,240.0,5.0,16.1,101.95,,,Rain
2018-05-22 06:00:00,YFC,FREDERICTON,AST,2018-05-22 10:00:00,3.7,2.0,89.0,,4.0,16.1,101.99,,,Rain
2018-05-22 07:00:00,YFC,FREDERICTON,AST,2018-05-22 11:00:00,7.2,1.8,69.0,,0.0,16.1,102.0,,,Rain
2018-05-22 08:00:00,YFC,FREDERICTON,AST,2018-05-22 12:00:00,10.0,1.9,57.0,,4.0,16.1,101.99,,,Rain
2018-05-22 09:00:00,YFC,FREDERICTON,AST,2018-05-22 13:00:00,13.5,0.5,41.0,170.0,9.0,16.1,101.95,,,Rain
2018-05-22 10:00:00,YFC,FREDERICTON,AST,2018-05-22 14:00:00,16.9,-1.4,28.0,200.0,18.0,16.1,101.88,,,Rain
2018-05-22 11:00:00,YFC,FREDERICTON,AST,2018-05-22 15:00:00,19.0,0.0,28.0,210.0,21.0,16.1,101.8,,,Rain
2018-05-22 12:00:00,YFC,FREDERICTON,AST,2018-05-22 16:00:00,20.3,1.1,28.0,210.0,22.0,16.1,101.71,,,Rain
2018-05-22 13:00:00,YFC,FREDERICTON,AST,2018-05-22 17:00:00,21.4,0.3,24.0,230.0,35.0,16.1,101.61,,,Rain
2018-05-22 14:00:00,YFC,FREDERICTON,AST,2018-05-22 18:00:00,21.6,2.3,28.0,210.0,26.0,16.1,101.54,,,Rain
2018-05-22 15:00:00,YFC,FREDERICTON,AST,2018-05-22 19:00:00,,,,,,,,,,
2018-05-22 16:00:00,YFC,FREDERICTON,AST,2018-05-22 20:00:00,21.8,2.7,28.0,200.0,32.0,16.1,101.34,,,Rain
2018-05-22 17:00:00,YFC,FREDERICTON,AST,2018-05-22 21:00:00,21.4,2.4,28.0,190.0,35.0,16.1,101.28,,,Rain
2018-05-22 18:00:00,YFC,FREDERICTON,AST,2018-05-22 22:00:00,18.9,1.4,31.0,190.0,26.0,16.1,101.28,,,Rain
2018-05-22 19:00:00,YFC,FREDERICTON,AST,2018-05-22 23:00:00,17.6,2.7,37.0,190.0,22.0,16.1,101.22,,,Rain
2018-05-21 20:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 00:00:00,17.4,3.0,38.0,260.0,27.0,24.1,99.73,,,Mainly Clear
2018-05-21 21:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 01:00:00,15.4,3.9,46.0,300.0,14.0,24.1,99.91,,,Mainly Clear
2018-05-21 22:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 02:00:00,11.7,3.4,57.0,360.0,17.0,24.1,100.09,,,Mainly Clear
2018-05-21 23:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 03:00:00,9.6,-1.6,46.0,40.0,12.0,24.1,100.16,,,Clear
2018-05-22 00:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 04:00:00,8.4,-2.9,45.0,30.0,14.0,24.1,100.19,,,Clear
2018-05-22 01:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 05:00:00,7.9,-3.1,46.0,40.0,16.0,24.1,100.16,,,Clear
2018-05-22 02:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 06:00:00,8.5,-3.7,42.0,70.0,4.0,24.1,100.24,,,Clear
2018-05-22 03:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 07:00:00,7.3,-3.8,45.0,10.0,8.0,24.1,100.28,,,Clear
2018-05-22 04:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 08:00:00,7.7,-4.1,43.0,10.0,7.0,24.1,100.34,,,Clear
2018-05-22 05:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 09:00:00,6.9,-2.0,53.0,260.0,3.0,24.1,100.43,,,Mainly Clear
2018-05-22 06:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 10:00:00,7.9,-1.2,53.0,220.0,5.0,24.1,100.52,,,Mainly Clear
2018-05-22 07:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 11:00:00,10.6,-3.7,36.0,220.0,3.0,24.1,100.59,,,Mainly Clear
2018-05-22 08:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 12:00:00,12.2,-4.6,31.0,230.0,4.0,24.1,100.58,,,Mostly Cloudy
2018-05-22 09:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 13:00:00,13.2,-3.2,32.0,200.0,12.0,24.1,100.6,,,Mostly Cloudy
2018-05-22 10:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 14:00:00,13.8,-1.3,35.0,200.0,7.0,24.1,100.59,,,Mostly Cloudy
2018-05-22 11:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 15:00:00,15.1,-1.3,32.0,190.0,16.0,24.1,100.57,,,Mostly Cloudy
2018-05-22 12:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 16:00:00,15.5,-0.2,34.0,200.0,21.0,24.1,100.53,,,Mostly Cloudy
2018-05-22 13:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 17:00:00,15.7,-2.5,28.0,200.0,23.0,24.1,100.51,,,Mostly Cloudy
2018-05-22 14:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 18:00:00,15.8,-3.3,27.0,220.0,26.0,24.1,100.46,,,Cloudy
2018-05-22 15:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 19:00:00,15.3,-3.7,27.0,210.0,31.0,24.1,100.38,,,Cloudy
2018-05-22 16:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 20:00:00,15.9,-3.9,25.0,200.0,28.0,24.1,100.35,,,Cloudy
2018-05-22 17:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 21:00:00,15.1,-4.6,25.0,210.0,26.0,24.1,100.29,,,Cloudy
2018-05-22 18:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 22:00:00,14.0,4.2,51.0,210.0,26.0,24.1,100.22,,,Cloudy
2018-05-22 19:00:00,YHZ,HALIFAX INTL A,AST,2018-05-22 23:00:00,12.8,6.2,64.0,190.0,22.0,24.1,100.16,,,Cloudy
2018-05-21 19:00:00,YFB,IQALUIT A,EST,2018-05-22 00:00:00,-4.6,-9.1,71.0,340.0,29.0,48.3,100.69,,-12.0,Cloudy
2018-05-21 20:00:00,YFB,IQALUIT A,EST,2018-05-22 01:00:00,-5.5,-10.8,67.0,340.0,23.0,48.3,100.72,,-13.0,Cloudy
2018-05-21 21:00:00,YFB,IQALUIT A,EST,2018-05-22 02:00:00,-6.0,-10.7,70.0,330.0,13.0,48.3,100.73,,-11.0,Cloudy
2018-05-21 22:00:00,YFB,IQALUIT A,EST,2018-05-22 03:00:00,-6.1,-9.5,77.0,320.0,14.0,32.2,100.72,,-12.0,Snow
2018-05-21 23:00:00,YFB,IQALUIT A,EST,2018-05-22 04:00:00,-6.2,-9.4,78.0,330.0,17.0,24.1,100.7,,-12.0,Snow
2018-05-22 00:00:00,YFB,IQALUIT A,EST,2018-05-22 05:00:00,-6.3,-9.2,80.0,330.0,19.0,24.1,100.67,,-13.0,Snow
2018-05-22 01:00:00,YFB,IQALUIT A,EST,2018-05-22 06:00:00,-6.4,-9.1,81.0,340.0,20.0,24.1,100.66,,-13.0,Snow
2018-05-22 02:00:00,YFB,IQALUIT A,EST,2018-05-22 07:00:00,-6.6,-9.1,83.0,330.0,16.0,16.1,100.64,,-13.0,Snow
2018-05-22 03:00:00,YFB,IQALUIT A,EST,2018-05-22 08:00:00,-6.6,-9.8,78.0,330.0,25.0,32.2,100.61,,-14.0,Snow
2018-05-22 04:00:00,YFB,IQALUIT A,EST,2018-05-22 09:00:00,-7.0,-10.4,76.0,330.0,23.0,24.1,100.62,,-15.0,Snow
2018-05-22 05:00:00,YFB,IQALUIT A,EST,2018-05-22 10:00:00,-7.1,-10.5,77.0,310.0,22.0,24.1,100.6,,-15.0,Snow
2018-05-22 06:00:00,YFB,IQALUIT A,EST,2018-05-22 11:00:00,-6.9,-11.0,73.0,340.0,26.0,9.7,100.59,,-15.0,"Snow,Blowing Snow"
2018-05-22 07:00:00,YFB,IQALUIT A,EST,2018-05-22 12:00:00,-6.5,-9.9,77.0,320.0,24.0,9.7,100.58,,-14.0,"Snow,Blowing Snow"
2018-05-22 08:00:00,YFB,IQALUIT A,EST,2018-05-22 13:00:00,-6.5,-9.8,78.0,330.0,31.0,9.7,100.56,,-15.0,Snow
2018-05-22 09:00:00,YFB,IQALUIT A,EST,2018-05-22 14:00:00,-6.0,-9.0,80.0,330.0,25.0,6.4,100.52,,-14.0,Snow
2018-05-22 10:00:00,YFB,IQALUIT A,EST,2018-05-22 15:00:00,-5.0,-8.2,78.0,330.0,36.0,9.7,100.46,,-14.0,Snow
2018-05-22 11:00:00,YFB,IQALUIT A,EST,2018-05-22 16:00:00,-4.7,-8.0,78.0,330.0,35.0,9.7,100.43,,-13.0,Snow
2018-05-22 12:00:00,YFB,IQALUIT A,EST,2018-05-22 17:00:00,-3.9,-7.2,78.0,330.0,34.0,16.1,100.4,,-12.0,Snow
2018-05-22 13:00:00,YFB,IQALUIT A,EST,2018-05-22 18:00:00,-2.8,-6.5,76.0,320.0,37.0,19.3,100.37,,-11.0,Mostly Cloudy
2018-05-22 14:00:00,YFB,IQALUIT A,EST,2018-05-22 19:00:00,-3.0,-6.5,77.0,330.0,41.0,19.3,100.35,,-11.0,Mostly Cloudy
2018-05-22 15:00:00,YFB,IQALUIT A,EST,2018-05-22 20:00:00,-3.6,-6.4,81.0,330.0,48.0,24.1,100.34,,-13.0,Snow
2018-05-22 16:00:00,YFB,IQALUIT A,EST,2018-05-22 21:00:00,-3.6,-6.2,83.0,330.0,48.0,24.1,100.33,,-13.0,Mostly Cloudy
2018-05-22 17:00:00,YFB,IQALUIT A,EST,2018-05-22 22:00:00,-3.5,-6.1,82.0,330.0,51.0,32.2,100.34,,-13.0,Mostly Cloudy
2018-05-22 18:00:00,YFB,IQALUIT A,EST,2018-05-22 23:00:00,-4.0,-6.3,84.0,330.0,54.0,32.2,100.34,,-14.0,Mostly Cloudy
2018-05-21 19:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 00:00:00,22.4,5.2,32.0,300.0,8.0,48.3,101.37,,,Mostly Cloudy
2018-05-21 20:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 01:00:00,19.7,7.5,45.0,210.0,10.0,24.1,101.44,,,Mostly Cloudy
2018-05-21 21:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 02:00:00,17.8,7.7,51.0,270.0,13.0,24.1,101.5,,,Mostly Cloudy
2018-05-21 22:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 03:00:00,16.9,6.8,51.0,240.0,14.0,24.1,101.51,,,Mostly Cloudy
2018-05-21 23:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 04:00:00,16.5,4.5,45.0,250.0,13.0,24.1,101.54,,,Mostly Cloudy
2018-05-22 00:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 05:00:00,16.3,4.8,46.0,220.0,10.0,24.1,101.55,,,Mostly Cloudy
2018-05-22 01:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 06:00:00,14.8,6.4,57.0,230.0,12.0,24.1,101.55,,,Mostly Cloudy
2018-05-22 02:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 07:00:00,14.6,4.9,52.0,240.0,7.0,24.1,101.54,,,Mostly Cloudy
2018-05-22 03:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 08:00:00,14.8,5.3,53.0,230.0,8.0,24.1,101.5,,,Mostly Cloudy
2018-05-22 04:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 09:00:00,12.9,5.7,61.0,240.0,4.0,24.1,101.49,,,Cloudy
2018-05-22 05:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 10:00:00,13.5,6.9,64.0,140.0,9.0,24.1,101.49,,,Cloudy
2018-05-22 06:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 11:00:00,14.7,7.8,63.0,80.0,5.0,24.1,101.44,,,Cloudy
2018-05-22 07:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 12:00:00,16.8,7.8,55.0,130.0,5.0,24.1,101.4,,,Cloudy
2018-05-22 08:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 13:00:00,19.7,8.0,46.0,130.0,14.0,48.3,101.35,,,Cloudy
2018-05-22 09:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 14:00:00,20.8,9.3,47.0,160.0,16.0,48.3,101.31,,,Cloudy
2018-05-22 10:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 15:00:00,21.4,10.0,48.0,160.0,9.0,24.1,101.24,,,Cloudy
2018-05-22 11:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 16:00:00,22.2,11.9,52.0,170.0,8.0,48.3,101.2,,,Cloudy
2018-05-22 12:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 17:00:00,22.4,9.4,43.0,220.0,13.0,48.3,101.17,,,Cloudy
2018-05-22 13:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 18:00:00,18.8,11.4,62.0,250.0,22.0,24.1,101.19,,,Rain
2018-05-22 14:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 19:00:00,16.9,12.9,77.0,300.0,9.0,24.1,101.15,,,Rain
2018-05-22 15:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 20:00:00,17.0,13.4,80.0,50.0,7.0,24.1,101.04,,,Rain
2018-05-22 16:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 21:00:00,16.9,12.8,77.0,150.0,24.0,24.1,100.95,,,Rain
2018-05-22 17:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 22:00:00,16.1,12.3,78.0,160.0,25.0,24.1,100.9,,,Rain
2018-05-22 18:00:00,YUL,MONTREAL INTL A,EST,2018-05-22 23:00:00,15.6,12.5,82.0,150.0,18.0,24.1,100.83,,,Rain
2018-05-21 19:00:00,YOW,OTTAWA INTL A,EST,2018-05-22 00:00:00,22.1,5.5,34.0,320.0,14.0,24.1,100.53,,,Mostly Cloudy
2018-05-21 20:00:00,YOW,OTTAWA INTL A,EST,2018-05-22 01:00:00,19.4,8.9,50.0,180.0,12.0,24.1,100.59,,,Mostly Cloudy
2018-05-21 21:00:00,YOW,OTTAWA INTL A,EST,2018-05-22 02:00:00,17.7,9.0,56.0,190.0,10.0,24.1,100.61,,,Mostly Cloudy
