Datetime,Temp (deg C),Dew Point Temp (deg C),Rel Hum (%),Wind Dir (deg),Wind Spd (km/h),Visibility (km),Pressure (kPa),Hmdx,Wind Chill,Conditions
2017-10-22 20:00:00,11.1,6.5,73.0,150.0,9.0,32.2,102.83,,,Mostly Cloudy
2017-10-22 21:00:00,9.6,6.2,79.0,80.0,8.0,32.2,102.9,,,Mostly Cloudy
2017-10-22 22:00:00,8.6,6.5,86.0,100.0,9.0,32.2,103.0,,,Mostly Cloudy
2017-10-22 23:00:00,8.3,6.3,87.0,80.0,9.0,32.2,103.08,,,Mostly Cloudy
2017-10-23 00:00:00,7.8,6.6,92.0,80.0,8.0,32.2,103.18,,,Mostly Cloudy
2017-10-23 01:00:00,7.5,6.4,92.0,80.0,9.0,32.2,103.26,,,Mainly Clear
2017-10-23 02:00:00,6.4,5.5,94.0,80.0,9.0,32.2,103.33,,,Mainly Clear
2017-10-23 03:00:00,7.6,6.8,94.0,80.0,10.0,24.1,103.38,,,Mainly Clear
2017-10-23 04:00:00,8.2,6.8,91.0,110.0,11.0,24.1,103.42,,,Mostly Cloudy
2017-10-23 05:00:00,8.4,7.3,93.0,100.0,14.0,24.1,103.49,,,Mostly Cloudy
2017-10-23 06:00:00,8.7,7.5,92.0,90.0,12.0,24.1,103.51,,,Mostly Cloudy
2017-10-23 07:00:00,9.7,7.9,88.0,90.0,9.0,24.1,103.56,,,Cloudy
2017-10-23 08:00:00,11.0,8.4,84.0,40.0,11.0,24.1,103.62,,,Cloudy
2017-10-23 09:00:00,11.4,8.6,83.0,70.0,10.0,24.1,103.69,,,Cloudy
2017-10-23 10:00:00,11.8,9.3,85.0,120.0,8.0,24.1,103.75,,,Cloudy
2017-10-23 11:00:00,12.6,9.6,82.0,100.0,6.0,24.1,103.78,,,Cloudy
2017-10-23 12:00:00,13.4,9.2,75.0,60.0,10.0,24.1,103.76,,,Cloudy
2017-10-23 13:00:00,14.0,9.1,72.0,100.0,10.0,24.1,103.73,,,Cloudy
2017-10-23 14:00:00,14.3,8.5,68.0,90.0,9.0,24.1,103.71,,,Cloudy
2017-10-23 15:00:00,14.3,9.1,71.0,90.0,13.0,24.1,103.69,,,Cloudy
2017-10-23 16:00:00,14.2,9.1,71.0,60.0,10.0,24.1,103.72,,,Cloudy
2017-10-23 17:00:00,13.8,9.2,74.0,90.0,8.0,24.1,103.75,,,Cloudy
2017-10-23 18:00:00,13.9,9.2,73.0,70.0,8.0,24.1,103.75,,,Cloudy
2017-10-23 19:00:00,13.0,9.5,79.0,80.0,12.0,24.1,103.76,,,Cloudy
2017-10-23 20:00:00,13.1,9.2,77.0,90.0,8.0,24.1,103.73,,,Cloudy
2017-10-23 21:00:00,10.2,8.6,89.0,300.0,7.0,24.1,103.76,,,Cloudy
2017-10-23 22:00:00,10.8,8.4,85.0,350.0,4.0,24.1,103.79,,,Mostly Cloudy
2017-10-23 23:00:00,10.5,8.4,87.0,160.0,5.0,24.1,103.78,,,Mostly Cloudy
2017-10-24 00:00:00,9.0,8.0,93.0,230.0,9.0,24.1,103.78,,,Mostly Cloudy
2017-10-24 01:00:00,8.4,7.7,95.0,150.0,5.0,24.1,103.75,,,Clear
2017-10-24 02:00:00,7.9,7.2,95.0,90.0,8.0,24.1,103.69,,,Clear
2017-10-24 03:00:00,7.5,6.4,93.0,100.0,7.0,24.1,103.65,,,Clear
2017-10-24 04:00:00,6.4,5.9,97.0,100.0,10.0,24.1,103.54,,,Clear
2017-10-24 05:00:00,6.1,5.5,96.0,90.0,8.0,24.1,103.52,,,Clear
2017-10-24 06:00:00,7.0,6.2,94.0,90.0,7.0,32.2,103.45,,,Clear
2017-10-24 07:00:00,7.1,6.7,97.0,80.0,8.0,48.3,103.43,,,Mostly Cloudy
2017-10-24 08:00:00,8.1,7.4,96.0,100.0,9.0,48.3,103.39,,,Mostly Cloudy
2017-10-24 09:00:00,11.4,8.7,83.0,360.0,1.0,48.3,103.35,,,Mostly Cloudy
2017-10-24 10:00:00,11.6,8.9,84.0,270.0,8.0,48.3,103.3,,,Mainly Clear
2017-10-24 11:00:00,12.7,8.7,77.0,260.0,6.0,48.3,103.22,,,Mainly Clear
2017-10-24 12:00:00,12.6,9.1,79.0,270.0,14.0,48.3,103.1,,,Mainly Clear
2017-10-24 13:00:00,12.6,9.9,83.0,270.0,13.0,48.3,102.97,,,Clear
2017-10-24 14:00:00,12.4,9.3,81.0,270.0,14.0,48.3,102.85,,,Clear
2017-10-24 15:00:00,12.4,9.7,83.0,270.0,11.0,48.3,102.74,,,Clear
2017-10-24 16:00:00,11.4,9.5,88.0,280.0,12.0,48.3,102.67,,,Mainly Clear
2017-10-24 17:00:00,9.4,8.5,94.0,300.0,8.0,48.3,102.59,,,Mainly Clear
2017-10-24 18:00:00,7.2,6.8,97.0,290.0,12.0,48.3,102.52,,,Mainly Clear
2017-10-24 19:00:00,8.6,8.2,98.0,360.0,2.0,32.2,102.45,,,Mainly Clear
2017-10-24 20:00:00,8.8,8.4,97.0,360.0,3.0,32.2,102.37,,,Mainly Clear
2017-10-24 21:00:00,8.6,8.2,97.0,360.0,2.0,32.2,102.28,,,Mainly Clear
2017-10-24 22:00:00,8.9,8.5,97.0,100.0,6.0,24.1,102.26,,,Mainly Clear
2017-10-24 23:00:00,6.9,6.4,97.0,120.0,5.0,24.1,102.19,,,Mainly Clear
2017-10-25 00:00:00,7.1,6.8,98.0,100.0,11.0,24.1,102.15,,,Mainly Clear
2017-10-25 01:00:00,7.8,7.5,98.0,100.0,12.0,24.1,102.1,,,Mainly Clear
2017-10-25 02:00:00,8.0,7.7,98.0,100.0,17.0,24.1,102.0,,,Mainly Clear
2017-10-25 03:00:00,8.5,8.1,98.0,100.0,15.0,24.1,101.94,,,Mainly Clear
2017-10-25 04:00:00,9.8,9.2,96.0,80.0,14.0,19.3,101.87,,,Cloudy
2017-10-25 05:00:00,10.3,8.8,91.0,90.0,17.0,19.3,101.81,,,Rain
2017-10-25 06:00:00,10.4,8.9,90.0,70.0,21.0,24.1,101.74,,,Rain
2017-10-25 07:00:00,10.4,9.2,93.0,80.0,17.0,9.7,101.72,,,"Rain,Fog"
2017-10-25 08:00:00,11.1,10.1,94.0,70.0,16.0,6.4,101.74,,,"Rain,Drizzle,Fog"
2017-10-25 09:00:00,11.4,10.8,96.0,90.0,19.0,12.9,101.76,,,"Rain,Drizzle,Fog"
2017-10-25 10:00:00,11.7,10.9,95.0,100.0,16.0,24.1,101.8,,,Cloudy
2017-10-25 11:00:00,11.7,11.0,95.0,70.0,4.0,6.4,101.84,,,"Drizzle,Fog"
2017-10-25 12:00:00,11.5,10.7,95.0,280.0,14.0,16.1,101.82,,,"Drizzle,Fog"
2017-10-25 13:00:00,11.0,10.5,97.0,300.0,15.0,16.1,101.82,,,Cloudy
2017-10-25 14:00:00,11.6,10.6,93.0,310.0,15.0,24.1,101.83,,,Cloudy
2017-10-25 15:00:00,12.4,9.8,84.0,290.0,19.0,32.2,101.91,,,Cloudy
2017-10-25 16:00:00,11.9,8.9,82.0,290.0,8.0,32.2,101.94,,,Mainly Clear
2017-10-25 17:00:00,9.8,8.1,89.0,250.0,10.0,32.2,101.95,,,Mainly Clear
2017-10-25 18:00:00,9.3,8.4,94.0,320.0,13.0,32.2,102.02,,,Mainly Clear
2017-10-25 19:00:00,10.5,8.8,89.0,330.0,10.0,32.2,102.1,,,Mostly Cloudy
2017-10-25 20:00:00,9.2,8.3,94.0,290.0,8.0,32.2,102.16,,,Mostly Cloudy
2017-10-25 21:00:00,10.6,9.9,96.0,310.0,11.0,32.2,102.22,,,Mostly Cloudy
2017-10-25 22:00:00,10.6,9.9,95.0,310.0,13.0,32.2,102.33,,,Cloudy
2017-10-25 23:00:00,10.2,9.7,97.0,290.0,14.0,24.1,102.33,,,Cloudy
2017-10-26 00:00:00,10.4,8.8,90.0,300.0,26.0,24.1,102.43,,,Cloudy
2017-10-26 01:00:00,9.7,8.5,92.0,300.0,18.0,32.2,102.47,,,Mostly Cloudy
2017-10-26 02:00:00,9.3,8.6,95.0,300.0,20.0,24.1,102.51,,,Mostly Cloudy
2017-10-26 03:00:00,9.6,8.5,93.0,300.0,18.0,24.1,102.49,,,Mostly Cloudy
2017-10-26 04:00:00,9.8,8.7,93.0,320.0,18.0,24.1,102.49,,,Cloudy
2017-10-26 05:00:00,9.8,8.8,94.0,310.0,14.0,24.1,102.49,,,Cloudy
2017-10-26 06:00:00,9.3,8.6,95.0,310.0,12.0,24.1,102.5,,,Cloudy
2017-10-26 07:00:00,8.2,7.8,97.0,270.0,10.0,48.3,102.53,,,Mainly Clear
2017-10-26 08:00:00,9.8,9.2,96.0,300.0,13.0,48.3,102.59,,,Mainly Clear
2017-10-26 09:00:00,10.9,9.6,91.0,310.0,20.0,48.3,102.63,,,Mainly Clear
2017-10-26 10:00:00,11.0,9.3,89.0,300.0,27.0,48.3,102.65,,,Mainly Clear
2017-10-26 11:00:00,11.7,10.2,90.0,290.0,17.0,48.3,102.66,,,Mainly Clear
2017-10-26 12:00:00,11.6,9.6,87.0,280.0,22.0,48.3,102.61,,,Mainly Clear
2017-10-26 13:00:00,11.9,9.8,87.0,290.0,24.0,48.3,102.56,,,Clear
2017-10-26 14:00:00,12.3,10.0,86.0,290.0,20.0,48.3,102.55,,,Clear
2017-10-26 15:00:00,11.8,9.9,88.0,300.0,21.0,48.3,102.53,,,Clear
2017-10-26 16:00:00,11.2,9.2,87.0,300.0,18.0,48.3,102.5,,,Mainly Clear
2017-10-26 17:00:00,9.9,8.7,92.0,300.0,14.0,48.3,102.47,,,Mainly Clear
2017-10-26 18:00:00,9.2,8.4,95.0,310.0,12.0,48.3,102.44,,,Mainly Clear
2017-10-26 19:00:00,8.5,8.1,97.0,300.0,12.0,48.3,102.43,,,Mainly Clear
2017-10-26 20:00:00,8.7,8.2,97.0,280.0,8.0,32.2,102.46,,,Mainly Clear
2017-10-26 21:00:00,8.8,8.4,97.0,310.0,11.0,32.2,102.47,,,Mainly Clear
2017-10-26 22:00:00,8.3,7.9,97.0,320.0,12.0,48.3,102.44,,,Mainly Clear
2017-10-26 23:00:00,8.7,8.3,98.0,320.0,14.0,48.3,102.45,,,Mainly Clear
2017-10-27 00:00:00,8.4,8.1,98.0,330.0,7.0,32.2,102.45,,,Mainly Clear
2017-10-27 01:00:00,6.2,5.9,98.0,350.0,8.0,32.2,102.44,,,Clear
2017-10-27 02:00:00,7.5,7.2,98.0,330.0,5.0,32.2,102.41,,,Clear
2017-10-27 03:00:00,5.3,5.1,98.0,360.0,3.0,32.2,102.38,,,Clear
2017-10-27 04:00:00,5.3,5.1,99.0,330.0,11.0,32.2,102.37,,,Clear
2017-10-27 05:00:00,6.9,6.7,99.0,310.0,15.0,32.2,102.35,,,Clear
2017-10-27 06:00:00,6.9,6.8,99.0,310.0,7.0,48.3,102.34,,,Clear
2017-10-27 07:00:00,5.8,5.6,99.0,80.0,5.0,48.3,102.34,,,Mainly Clear
2017-10-27 08:00:00,7.7,7.5,99.0,360.0,2.0,48.3,102.35,,,Mainly Clear
2017-10-27 09:00:00,10.6,9.4,92.0,330.0,7.0,48.3,102.36,,,Mainly Clear
2017-10-27 10:00:00,11.6,10.0,90.0,290.0,6.0,48.3,102.35,,,Clear
2017-10-27 11:00:00,11.5,10.1,91.0,260.0,10.0,48.3,102.33,,,Clear
2017-10-27 12:00:00,12.2,10.3,88.0,290.0,14.0,48.3,102.29,,,Clear
2017-10-27 13:00:00,12.5,9.8,84.0,300.0,15.0,48.3,102.21,,,Clear
2017-10-27 14:00:00,13.0,10.3,84.0,300.0,10.0,48.3,102.14,,,Clear
2017-10-27 15:00:00,12.3,9.5,83.0,290.0,14.0,48.3,102.11,,,Clear
2017-10-27 16:00:00,11.7,9.4,86.0,290.0,12.0,48.3,102.09,,,Clear
2017-10-27 17:00:00,9.8,8.5,92.0,280.0,8.0,48.3,102.05,,,Clear
2017-10-27 18:00:00,8.8,8.3,97.0,240.0,7.0,48.3,102.03,,,Clear
2017-10-27 19:00:00,9.2,8.8,97.0,360.0,3.0,48.3,101.98,,,Mainly Clear
2017-10-27 20:00:00,8.8,8.6,98.0,360.0,2.0,48.3,101.93,,,Mainly Clear
2017-10-27 21:00:00,6.7,6.4,98.0,230.0,3.0,48.3,101.93,,,Mainly Clear
2017-10-27 22:00:00,8.2,7.9,98.0,360.0,2.0,48.3,101.89,,,Clear
2017-10-27 23:00:00,7.9,7.7,99.0,320.0,4.0,48.3,101.87,,,Clear
2017-10-28 00:00:00,7.7,7.4,98.0,350.0,4.0,32.2,101.84,,,Clear
2017-10-28 01:00:00,5.8,5.6,98.0,300.0,4.0,32.2,101.84,,,Clear
2017-10-28 02:00:00,7.6,7.4,99.0,220.0,6.0,32.2,101.82,,,Clear
2017-10-28 03:00:00,6.7,6.5,99.0,120.0,3.0,32.2,101.77,,,Clear
2017-10-28 04:00:00,7.0,6.9,99.0,110.0,5.0,32.2,101.75,,,Clear
2017-10-28 05:00:00,5.8,5.7,99.0,90.0,5.0,32.2,101.76,,,Clear
2017-10-28 06:00:00,6.2,6.2,100.0,110.0,4.0,48.3,101.71,,,Clear
2017-10-28 07:00:00,6.6,6.5,99.0,130.0,4.0,1.6,101.71,,,Mainly Clear
2017-10-28 08:00:00,6.9,6.8,99.0,90.0,7.0,0.8,101.7,,,Fog
2017-10-28 09:00:00,9.2,9.1,99.0,130.0,5.0,32.2,101.71,,,Fog
2017-10-28 10:00:00,11.1,10.3,95.0,360.0,1.0,48.3,101.69,,,Clear
2017-10-28 11:00:00,12.8,10.7,87.0,300.0,10.0,48.3,101.63,,,Clear
2017-10-28 12:00:00,12.8,10.6,86.0,300.0,10.0,48.3,101.59,,,Clear
2017-10-28 13:00:00,13.9,11.0,82.0,280.0,6.0,48.3,101.51,,,Clear
2017-10-28 14:00:00,12.9,10.6,86.0,280.0,9.0,48.3,101.46,,,Clear
2017-10-28 15:00:00,12.8,10.0,83.0,300.0,10.0,48.3,101.43,,,Clear
2017-10-28 16:00:00,12.0,9.7,86.0,280.0,8.0,48.3,101.41,,,Clear
2017-10-28 17:00:00,10.4,9.6,95.0,260.0,7.0,48.3,101.38,,,Clear
2017-10-28 18:00:00,9.6,9.1,96.0,240.0,5.0,48.3,101.36,,,Clear
2017-10-28 19:00:00,8.7,8.4,98.0,240.0,7.0,32.2,101.38,,,Clear
2017-10-28 20:00:00,7.7,7.5,99.0,360.0,2.0,32.2,101.39,,,Clear
2017-10-28 21:00:00,7.5,7.4,99.0,230.0,3.0,32.2,101.43,,,Clear
2017-10-28 22:00:00,8.0,7.9,100.0,120.0,4.0,32.2,101.47,,,Mainly Clear
2017-10-28 23:00:00,7.2,7.2,100.0,80.0,4.0,32.2,101.49,,,Mainly Clear
2017-10-29 00:00:00,7.0,6.9,99.0,110.0,4.0,32.2,101.51,,,Mainly Clear
2017-10-29 01:00:00,5.3,5.3,100.0,10.0,7.0,32.2,101.53,,,Clear
2017-10-29 02:00:00,7.2,7.1,99.0,330.0,5.0,32.2,101.54,,,Clear
2017-10-29 03:00:00,6.3,6.2,100.0,360.0,2.0,32.2,101.53,,,Clear
2017-10-29 04:00:00,5.3,5.3,100.0,360.0,1.0,0.4,101.51,,,Fog
2017-10-29 05:00:00,5.5,5.5,100.0,360.0,1.0,1.2,101.58,,,Fog
2017-10-29 06:00:00,5.3,5.3,100.0,360.0,1.0,1.2,101.6,,,Fog
2017-10-29 07:00:00,5.2,5.2,100.0,120.0,7.0,6.4,101.66,,,Fog
2017-10-29 08:00:00,7.2,7.2,100.0,120.0,5.0,8.1,101.72,,,Fog
2017-10-29 09:00:00,9.4,9.3,100.0,360.0,1.0,24.1,101.8,,,Fog
2017-10-29 10:00:00,10.1,9.7,98.0,290.0,8.0,1.6,101.85,,,Fog
2017-10-29 11:00:00,10.4,10.0,97.0,290.0,15.0,4.8,101.86,,,Fog
2017-10-29 12:00:00,12.1,10.7,91.0,310.0,19.0,24.1,101.84,,,Fog
2017-10-29 13:00:00,12.8,10.8,88.0,300.0,18.0,24.1,101.84,,,Mainly Clear
2017-10-29 14:00:00,13.2,10.8,85.0,310.0,21.0,32.2,101.83,,,Mainly Clear
2017-10-29 15:00:00,13.5,10.6,83.0,320.0,18.0,32.2,101.84,,,Mainly Clear
2017-10-29 16:00:00,11.8,9.8,87.0,290.0,15.0,32.2,101.87,,,Mostly Cloudy
2017-10-29 17:00:00,9.3,8.5,95.0,300.0,10.0,32.2,101.92,,,Mostly Cloudy
2017-10-29 18:00:00,8.3,7.8,96.0,310.0,8.0,32.2,101.96,,,Mostly Cloudy
2017-10-29 19:00:00,8.8,8.5,98.0,310.0,3.0,32.2,102.0,,,Mainly Clear
2017-10-29 20:00:00,5.8,5.5,98.0,360.0,3.0,32.2,102.06,,,Mainly Clear
2017-10-29 21:00:00,7.8,7.5,98.0,360.0,1.0,32.2,102.12,,,Mainly Clear
2017-10-29 22:00:00,5.2,4.2,94.0,360.0,1.0,32.2,102.19,,,Mainly Clear
2017-10-29 23:00:00,3.9,2.8,93.0,320.0,5.0,32.2,102.22,,,Mainly Clear
2017-10-30 00:00:00,5.7,3.5,86.0,360.0,3.0,32.2,102.24,,,Mainly Clear
2017-10-30 01:00:00,3.5,1.4,86.0,320.0,4.0,32.2,102.27,,,Mainly Clear
2017-10-30 02:00:00,4.2,1.6,84.0,330.0,4.0,32.2,102.3,,,Mainly Clear
2017-10-30 03:00:00,2.2,0.2,86.0,330.0,5.0,32.2,102.31,,,Mainly Clear
2017-10-30 04:00:00,3.5,0.5,81.0,360.0,8.0,32.2,102.29,,,Mainly Clear
2017-10-30 05:00:00,4.1,-1.7,66.0,320.0,5.0,32.2,102.35,,,Mainly Clear
2017-10-30 06:00:00,5.0,0.0,70.0,80.0,5.0,32.2,102.35,,,Mainly Clear
2017-10-30 07:00:00,2.9,-0.3,79.0,360.0,2.0,48.3,102.38,,,Mainly Clear
2017-10-30 08:00:00,3.3,0.1,79.0,290.0,3.0,48.3,102.41,,,Mainly Clear
2017-10-30 09:00:00,9.1,5.4,78.0,360.0,2.0,48.3,102.42,,,Mainly Clear
2017-10-30 10:00:00,11.6,3.9,59.0,250.0,5.0,48.3,102.42,,,Clear
2017-10-30 11:00:00,11.9,6.0,67.0,300.0,20.0,48.3,102.38,,,Clear
2017-10-30 12:00:00,11.8,8.7,82.0,280.0,16.0,48.3,102.38,,,Clear
2017-10-30 13:00:00,11.9,8.9,82.0,290.0,16.0,48.3,102.33,,,Clear
2017-10-30 14:00:00,11.5,8.9,84.0,290.0,18.0,48.3,102.23,,,Clear
2017-10-30 15:00:00,11.2,8.9,86.0,280.0,16.0,48.3,102.19,,,Clear
2017-10-30 16:00:00,10.3,8.7,89.0,300.0,8.0,48.3,102.15,,,Clear
2017-10-30 17:00:00,8.8,8.4,97.0,280.0,8.0,48.3,102.13,,,Clear
2017-10-30 18:00:00,8.1,7.5,96.0,310.0,4.0,48.3,102.12,,,Clear
2017-10-30 19:00:00,7.2,6.1,93.0,280.0,10.0,32.2,102.11,,,Clear
2017-10-30 20:00:00,6.5,5.5,93.0,30.0,6.0,32.2,102.11,,,Clear
2017-10-30 21:00:00,6.2,4.1,86.0,360.0,3.0,32.2,102.1,,,Clear
2017-10-30 22:00:00,6.9,3.5,79.0,360.0,3.0,32.2,102.1,,,Mainly Clear
2017-10-30 23:00:00,5.6,3.4,86.0,80.0,7.0,32.2,102.11,,,Mainly Clear
2017-10-31 00:00:00,4.2,2.8,90.0,70.0,4.0,32.2,102.05,,,Mainly Clear
2017-10-31 01:00:00,3.9,3.1,95.0,360.0,1.0,32.2,102.03,,,Mainly Clear
2017-10-31 02:00:00,3.4,2.1,91.0,360.0,1.0,32.2,101.99,,,Mainly Clear
2017-10-31 03:00:00,2.7,0.7,87.0,360.0,3.0,32.2,101.96,,,Mainly Clear
2017-10-31 04:00:00,4.2,3.4,94.0,100.0,4.0,32.2,101.96,,,Mainly Clear
2017-10-31 05:00:00,2.9,2.1,94.0,100.0,13.0,32.2,101.88,,,Mainly Clear
2017-10-31 06:00:00,3.7,2.4,91.0,100.0,10.0,32.2,101.9,,,Mainly Clear
2017-10-31 07:00:00,3.5,2.2,92.0,100.0,12.0,48.3,101.85,,,Mostly Cloudy
2017-10-31 08:00:00,5.1,3.2,87.0,110.0,5.0,48.3,101.84,,,Mostly Cloudy
2017-10-31 09:00:00,7.3,5.6,89.0,120.0,9.0,48.3,101.82,,,Mostly Cloudy
2017-10-31 10:00:00,8.3,6.0,85.0,110.0,6.0,48.3,101.73,,,Mostly Cloudy
2017-10-31 11:00:00,9.4,6.2,80.0,90.0,4.0,32.2,101.69,,,Mostly Cloudy
2017-10-31 12:00:00,9.1,6.7,85.0,230.0,8.0,48.3,101.56,,,Mostly Cloudy
2017-10-31 13:00:00,9.6,6.4,80.0,230.0,8.0,32.2,101.47,,,Mostly Cloudy
2017-10-31 14:00:00,9.8,6.8,81.0,230.0,10.0,48.3,101.35,,,Mostly Cloudy
2017-10-31 15:00:00,9.9,6.2,77.0,210.0,10.0,48.3,101.26,,,Mostly Cloudy
2017-10-31 16:00:00,9.1,5.7,79.0,220.0,7.0,48.3,101.18,,,Mainly Clear
2017-10-31 17:00:00,8.7,6.4,85.0,230.0,7.0,32.2,101.15,,,Mainly Clear
2017-10-31 18:00:00,8.0,6.0,87.0,,0.0,32.2,101.06,,,Mainly Clear
2017-10-31 19:00:00,7.2,5.1,87.0,360.0,2.0,32.2,100.97,,,Mainly Clear
2017-10-31 20:00:00,6.5,3.3,80.0,360.0,1.0,32.2,100.91,,,Mainly Clear
2017-10-31 21:00:00,6.3,4.9,91.0,100.0,6.0,32.2,100.86,,,Mainly Clear
2017-10-31 22:00:00,6.5,5.0,91.0,130.0,5.0,24.1,100.82,,,Mainly Clear
2017-10-31 23:00:00,4.0,2.8,92.0,30.0,3.0,19.3,100.81,,,Mainly Clear
2017-11-01 00:00:00,4.7,3.7,93.0,60.0,4.0,16.1,100.75,,,Mainly Clear
2017-11-01 01:00:00,4.2,3.7,97.0,180.0,5.0,19.3,100.69,,,Mainly Clear
2017-11-01 02:00:00,7.1,6.5,96.0,280.0,26.0,19.3,100.71,,,Mainly Clear
2017-11-01 03:00:00,9.0,6.5,84.0,270.0,22.0,24.1,100.67,,,Mainly Clear
2017-11-01 04:00:00,9.2,6.5,84.0,250.0,27.0,32.2,100.56,,,Mainly Clear
2017-11-01 05:00:00,9.3,7.2,87.0,240.0,22.0,24.1,100.6,,,Mainly Clear
2017-11-01 06:00:00,9.7,7.0,83.0,250.0,22.0,24.1,100.62,,,Mainly Clear
2017-11-01 07:00:00,8.0,6.3,89.0,330.0,5.0,48.3,100.63,,,Mostly Cloudy
2017-11-01 08:00:00,7.2,6.2,93.0,360.0,13.0,48.3,100.67,,,Mostly Cloudy
2017-11-01 09:00:00,9.7,7.0,83.0,360.0,5.0,48.3,100.72,,,Mostly Cloudy
2017-11-01 10:00:00,10.9,7.1,77.0,260.0,3.0,48.3,100.76,,,Mainly Clear
2017-11-01 11:00:00,11.0,7.0,77.0,250.0,12.0,48.3,100.81,,,Mainly Clear
2017-11-01 12:00:00,11.5,7.6,77.0,290.0,14.0,48.3,100.81,,,Mainly Clear
2017-11-01 13:00:00,11.4,7.7,78.0,280.0,14.0,48.3,100.82,,,Mainly Clear
2017-11-01 14:00:00,10.5,7.1,79.0,250.0,13.0,48.3,100.79,,,Mainly Clear
2017-11-01 15:00:00,10.5,7.3,81.0,310.0,9.0,48.3,100.79,,,Mainly Clear
2017-11-01 16:00:00,10.3,6.3,77.0,150.0,4.0,48.3,100.77,,,Mostly Cloudy
2017-11-01 17:00:00,10.0,6.1,76.0,140.0,10.0,32.2,100.76,,,Mostly Cloudy
2017-11-01 18:00:00,10.0,6.6,79.0,130.0,10.0,32.2,100.73,,,Mostly Cloudy
2017-11-01 19:00:00,9.5,7.3,86.0,120.0,14.0,32.2,100.69,,,Cloudy
2017-11-01 20:00:00,8.8,7.8,93.0,90.0,14.0,32.2,100.66,,,Cloudy
2017-11-01 21:00:00,8.4,7.5,94.0,90.0,10.0,32.2,100.66,,,Cloudy
2017-11-01 22:00:00,8.7,7.3,91.0,120.0,11.0,32.2,100.6,,,Mostly Cloudy
2017-11-01 23:00:00,7.8,5.4,85.0,110.0,13.0,32.2,100.55,,,Mostly Cloudy
2017-11-02 00:00:00,7.5,5.8,89.0,80.0,11.0,32.2,100.5,,,Mostly Cloudy
2017-11-02 01:00:00,7.5,5.3,86.0,120.0,14.0,32.2,100.47,,,Cloudy
2017-11-02 02:00:00,7.4,5.5,87.0,110.0,10.0,32.2,100.45,,,Cloudy
2017-11-02 03:00:00,8.7,5.8,82.0,150.0,13.0,32.2,100.41,,,Cloudy
2017-11-02 04:00:00,8.1,5.1,82.0,170.0,13.0,32.2,100.33,,,Mainly Clear
2017-11-02 05:00:00,7.8,4.7,81.0,120.0,11.0,32.2,100.31,,,Mainly Clear
2017-11-02 06:00:00,8.4,5.2,80.0,140.0,23.0,24.1,100.27,,,Rain
2017-11-02 07:00:00,8.0,5.8,86.0,160.0,19.0,24.1,100.25,,,Rain
2017-11-02 08:00:00,7.4,6.0,91.0,100.0,17.0,16.1,100.21,,,Moderate Rain
2017-11-02 09:00:00,7.5,6.7,95.0,90.0,16.0,19.3,100.16,,,Rain
2017-11-02 10:00:00,8.0,6.9,93.0,100.0,22.0,24.1,100.12,,,Rain
2017-11-02 11:00:00,6.6,5.7,94.0,80.0,26.0,9.7,100.11,,,"Moderate Rain,Fog"
2017-11-02 12:00:00,5.8,4.8,93.0,40.0,16.0,9.7,100.14,,,"Rain,Fog"
2017-11-02 13:00:00,5.0,3.8,92.0,50.0,24.0,16.1,100.16,,,Rain
2017-11-02 14:00:00,3.9,2.6,91.0,70.0,21.0,4.8,100.33,,,"Moderate Rain,Fog"
2017-11-02 15:00:00,3.1,1.8,91.0,110.0,17.0,19.3,100.51,,,Rain
2017-11-02 16:00:00,2.6,1.6,93.0,70.0,13.0,19.3,100.61,,,Rain
2017-11-02 17:00:00,2.6,1.6,93.0,80.0,12.0,24.1,100.65,,,Rain
2017-11-02 18:00:00,2.9,1.0,87.0,50.0,14.0,32.2,100.67,,,Rain
2017-11-02 19:00:00,2.8,0.3,84.0,100.0,8.0,32.2,100.79,,,Cloudy
2017-11-02 20:00:00,3.1,-0.6,76.0,360.0,3.0,32.2,100.82,,,Cloudy
2017-11-02 21:00:00,3.1,-1.8,70.0,60.0,8.0,32.2,100.88,,,Cloudy
2017-11-02 22:00:00,2.9,-2.7,67.0,40.0,7.0,32.2,100.94,,,Cloudy
2017-11-02 23:00:00,2.3,-2.1,73.0,110.0,14.0,32.2,100.98,,,Cloudy
2017-11-03 00:00:00,3.0,-3.6,62.0,90.0,3.0,32.2,101.04,,,Cloudy
2017-11-03 01:00:00,0.8,-1.1,87.0,110.0,23.0,24.1,101.14,,,Snow
2017-11-03 02:00:00,0.2,-0.8,93.0,90.0,21.0,9.7,101.22,,,Snow
2017-11-03 03:00:00,0.4,-1.3,88.0,110.0,7.0,32.2,101.23,,,Snow
2017-11-03 04:00:00,0.7,-2.0,82.0,90.0,11.0,32.2,101.25,,,Cloudy
2017-11-03 05:00:00,0.7,-2.0,82.0,100.0,14.0,32.2,101.28,,,Cloudy
2017-11-03 06:00:00,1.4,-4.7,64.0,60.0,9.0,32.2,101.35,,,Cloudy
2017-11-03 07:00:00,1.2,-4.1,68.0,80.0,10.0,48.3,101.4,,,Cloudy
2017-11-03 08:00:00,1.4,-4.3,66.0,100.0,10.0,48.3,101.5,,,Cloudy
2017-11-03 09:00:00,1.9,-3.2,69.0,100.0,9.0,48.3,101.58,,,Cloudy
